handle,title,Body (HTML),vendor,Type,Tags,Published,sku,Variant Barcode,Image Src,Author,YearLevel
Cultures and Environments Teacher Resource Book Middle Primary,Cultures and Environments Teacher Resource Book Middle Primary,<BR>This book provides guided reading and writing notes for titles in Mac Australia Topics Middle - Environments and Cultures sets. An Inquiry Learning unit and worksheets are also included.<BR><B><FONT color=#ffffff>vvv</FONT></B><BR><B><FONT color=#000080>The notes are for the following books:</FONT></B><BR><B>Cultures</B><BR><I>Australians All</I><BR><I>Coastal Communities</I><BR><I>Religions and Beliefs in Australia</I><BR><I>Sacred Places</I><BR><BR><B>Environments</B><BR><I>Australia's Capital Cities</I><BR><I>Island Life in Australia</I><BR><I>State and National Parks</I><BR><I>The Great Dividing Range</I><BR><BR>,MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420278743,9781420278743,,,""3, 4""
Cultures Middle Primary Pack,Cultures Middle Primary Pack,<BR>This set contains six of each of the four titles in the <B>Mac Australia Topics: Middle Lower </B>set.<BR><FONT color=#ffffff>mmm</FONT><BR><B>Titles</B><BR><I>Australians All</I><BR><I>Coastal Communities</I><BR><I>Religions and Beliefs in Australia</I><BR><I>Sacred Places</I><BR><BR>,MEA,Mixtures Pack,"Primary,English,Mac Australia Topics",TRUE,9992101112670,9992101112670,,,""3, 4""
Important Days in Australia's Calendar,Important Days in Australia's Calendar,"<BR>One reason Australians celebrate past events is to understand their importance in our history and in the development of our country. <BR><FONT color=#ffffff>,,,,</FONT><BR>Often these special occasions are marked by parades and exhibitions, awards and sports meetings. Sometimes there is a public holiday as well.<BR><BR>Some of the important days discussed in <I>Important Days in Australia's Calendar </I>are: <UL type=disc><LI>Australia Day <LI>Labour Day <LI>ANZAC Day <LI>NAIDOC Week <LI>Mabo Day <LI>Remembrance Day</LI></UL><BR>We can celebrate these important days together. They give us a sense of identity, of what is special about our nation.<BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><I>Text Type: Information Report</I><BR><I>Reading age: 9.5-12 yrs</I><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276497,9781420276497,,,""5, 6""
Papua New Guinea,Papua New Guinea,"<BR>Papua New Guinea is our nearest neighbour. Although it is very close to Australia, the country, the people and the way of life are very different from ours.<BR><FONT color=#ffffff>,,,,</FONT><BR>Papua New Guinea lies just north of Australia and occupies the eastern part of the big island of New Guinea as well as hundreds of smaller islands.<BR><BR>Papua New Guinea is a diverse land of exotic plants and animals, great rivers and mountains. Most of the people live in isolated villages and there are more than 800 languages spoken.<BR><BR>Like Australia, Papua New Guinea is a democracy. It is also a developing country. Australia is the biggest aid donor and is helping in important areas such as health, law and order<BR>and administration. <BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><BR><I>Text Type: Information Report</I><BR><I>Reading age: 9.5-12 yrs</I><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276503,9781420276503,,,""5, 6""
National Symbols,National Symbols,"<BR>Australia's national identity is reflected in its many and varied national symbols. <BR><FONT color=#ffffff>,,,,</FONT><BR>Our national symbols are stories, poems and ballads from the pioneering days, such as Dorothea Mackellar's poem, <I>My Country </I>that expresses the beauty of the Australian landscape. <BR><BR>Our symbols are the colours, flags, anthems and emblems that we recognise as being part of our national identity. For some they are the images of special buildings or places, such as Sydney Harbour Bridge or Uluru that give them a sense of national pride. <BR><BR><B><I>National Symbols </I></B>presents just some of the symbols that give Australians a sense of a national identity. <BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><BR><I>Text Type: Information Report</I><BR><I>Reading age: 9.5-12 yrs</I><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276510,9781420276510,,,""5, 6""
Life in Indonesia and Australia,Life in Indonesia and Australia,"<BR>The Republic of Indonesia is one of Australia's closest neighbours. Its population of more than 240 million people live on five main islands and there are more than 17 500 islands in all. <BR><FONT color=#ffffff>,,,,</FONT><BR>Like Australia, Indonesia is a democracy and both our countries have rich, interesting but different cultures. Many Australians' first experience of Indonesia is a visit to the beautiful holiday island of Bali. <BR><BR>Although Indonesia and Australia are close to one another and good neighbours, many factors make the way we live quite different. This book explains some of them: climate, geography, history, culture and religious groups.<BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><I>Text Type: Information Report</I><BR><I>Reading age: 9.5-12 yrs</I><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276527,9781420276527,,,""5, 6""
Cultures Upper Primary Pack,Cultures Upper Primary Pack,<BR>This pack contains six of each of the four titles in the <B>Mac Australia Topics: Cultures Upper </B>set.<BR><FONT color=#ffffff>mmm</FONT><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><FONT color=#ffffff>mmm</FONT><BR><B>Titles</B><BR><I>Important Days in Australia's Calendar</I><BR><I>Life in Indonesia and Australia</I><BR><I>National Symbols</I><BR><I>Papua New Guinea</I><BR><BR><BR><BR>,MEA,Mixtures Pack,"Primary,English,Mac Australia Topics",TRUE,9992101112748,9992101112748,,,""5, 6""
Cultures Topic Pack,Cultures Topic Pack,"<BR>The <B>Cultures Topic Pack</B> contains 12 titles across Lower, Middle and Upper Mac Australia Topics.<BR>",MEA,Mixtures Pack,"Primary,English,Mac Australia Topics",TRUE,9992101112816,9992101112816,,,""1, 2, 3, 4, 5, 6""
Cultures Value Pack,Cultures Value Pack,"<BR>The <B>Cultures Value Pack</B> contains six each of 12 titles across Lower, Middle and Upper Mac Australia Topics.<BR>",MEA,Mixtures Pack,"Primary,English,Mac Australia Topics",TRUE,9992101112823,9992101112823,,,""1, 2, 3, 4, 5, 6""
Water Rights and Responsibilities,Water Rights and Responsibilities,"<BR>Everyone has a right to clean, fresh drinking water. Yet only about half the people in the world are connected to a piped water supply in their homes. <BR><BR>Clean water is one of the world's most precious resources. We need it for drinking and washing, cleaning and cooking. farmers need it for their crops and animals.<BR><BR>Climate change is making some places drier. In <B><I>Water: Rights and Responsibilities </I></B>we see that all of us have a part to play in making sure there is enough clean water <BR>for everyone.<BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><BR><I>Text Type: Information Report</I><BR><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276282,9781420276282,,,""5, 6""
Rainforests in Danger,Rainforests in Danger,"<BR>Rainforests are found in many countries around the world and in the eastern part of Australia. They play a complex and important role in controlling global warming. Rainforests are also home to more than half the world's plant and animal species. Many products, medicines and foods come from Rainforest plants. <BR><FONT color=#ffffff>,,,,</FONT><BR>Did you know that more than 20 million hectares of this precious resource are destroyed each year by logging and clearing for farms?<BR><BR><I>Rainforests in Danger! </I>tells how governments and action groups are fighting to stop the destruction before it is too late. <BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><I>Text Type: Information Report</I><BR><I>Reading age: 9.5-12 yrs</I><BR><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276299,9781420276299,,,""5, 6""
Cities of South-East Asia,Cities of South-East Asia,"<BR>The region known as South-East Asia is made up of eleven countries situated to the north of Australia. The major cities of the region are as diverse as the region itself. How do they compare with our own capital, Canberra, and our largest city, Sydney?<BR><FONT color=#ffffff>,,,,</FONT><BR><I>Cities of South-East Asia </I>looks at the similarities and differences between these major cities and outlines how each city is a unique environment, shaped by its history, location and climate. <BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><I>Text Type: Information Report</I><BR><I>Reading age: 9.5-12 yrs</I><BR><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276305,9781420276305,,,""5, 6""
Sustainable Living,Sustainable Living,"<BR>Everything we do uses resources from our planet. The problem is we are consuming far more of these resources than Earth's environment can replace. <BR><FONT color=#ffffff>,,,,</FONT><BR>But we can help put Earth back in balance through sustainable living. This means living in such a way that we use only what we need from the environment without taking more than our share. <BR><FONT color=#ffffff>,,,,</FONT><BR><B><I>Sustainable Living </I></B>explores ideas such as: <UL type=disc><LI>finding ways to use less water every day <LI>growing some of our own food <LI>using less electricity around the house.</LI></UL><BR>Caring for the Earth is the responsibility of every one of us. <BR><BR>Covering subjects from the Humanities curriculum the <B>Mac Australia</B> <B>Topics</B> books combine brilliant photography and visual literacy elements with authoritative text matched to students' reading ability.<BR><BR><I>Text Type: Information Report</I><BR><I>Reading age: 9.5-12 yrs</I><BR><BR>",MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420276404,9781420276404,,,""5, 6""
Cultures and Environments Teacher Resource Book Upper Primary,Cultures and Environments Teacher Resource Book Upper Primary,<BR>This book provides guided reading and writing notes for titles in <B><I>Mac Australia Topics</I></B><B> </B><B><I>Upper - Environments and Cultures</I></B> sets. An Inquiry Learning unit and worksheets are also included.<BR><FONT color=#ffffff>nnn</FONT><BR><B><FONT color=#000080>Notes are for the following books:</FONT></B><BR><B>Cultures</B><BR><I>Important Days in Australia's Calendar</I><BR><I>Life in Indonesia and Australia</I><BR><I>National Symbols</I><BR><I>Papua New Guinea</I><BR><BR><B>Environments</B><BR><I>Cities of South-East Asia</I><BR><I>Rainforests in Danger</I><BR><I>Sustainable Living</I><BR><I>Water: Rights and Responsibilities</I><BR><BR><BR>,MEA,Paperback,"Primary,English,Mac Australia Topics",TRUE,9781420278750,9781420278750,,,""5, 6""
